pref_city,pref_type,pref_price_bucket,prop_city,prop_type,price_bucket,beds_bucket,liked
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,70dfd720-9903-46fe-91d1-ed8542ea50f8,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,5+,1
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,94dfd7e0-12ab-443a-b671-166649346f1a,high,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,36595031-c424-446c-bb30-2df8bdf583ad,low,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,6c409710-6fae-4e45-850d-b711932eeefa,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,70dfd720-9903-46fe-91d1-ed8542ea50f8,94dfd7e0-12ab-443a-b671-166649346f1a,mid,3-4,1
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,low,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,high,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,36595031-c424-446c-bb30-2df8bdf583ad,mid,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,low,5+,1
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,36595031-c424-446c-bb30-2df8bdf583ad,mid,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,6c409710-6fae-4e45-850d-b711932eeefa,94dfd7e0-12ab-443a-b671-166649346f1a,mid,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,mid,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,94dfd7e0-12ab-443a-b671-166649346f1a,high,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,low,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,None,None,low,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,b1485409-da07-4822-b22c-596ddfdbad0e,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,high,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,f2057544-492f-4d7f-a3c4-97b44318d806,36595031-c424-446c-bb30-2df8bdf583ad,low,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,5+,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,low,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,94dfd7e0-12ab-443a-b671-166649346f1a,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,94dfd7e0-12ab-443a-b671-166649346f1a,high,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,b1a15845-5e11-4478-9228-4b0a73724dc2,low,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,low,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,b1a15845-5e11-4478-9228-4b0a73724dc2,mid,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,f7d36955-82d9-4a50-beb5-d3a4d9556710,high,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,5+,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,low,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,low,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,b1a15845-5e11-4478-9228-4b0a73724dc2,mid,5+,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,high,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,high,3-4,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,mid,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,mid,3-4,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,b1a15845-5e11-4478-9228-4b0a73724dc2,high,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,94dfd7e0-12ab-443a-b671-166649346f1a,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,94dfd7e0-12ab-443a-b671-166649346f1a,mid,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,b1a15845-5e11-4478-9228-4b0a73724dc2,mid,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,f7d36955-82d9-4a50-beb5-d3a4d9556710,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,None,None,low,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,94dfd7e0-12ab-443a-b671-166649346f1a,high,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,mid,5+,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,f7d36955-82d9-4a50-beb5-d3a4d9556710,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,b1a15845-5e11-4478-9228-4b0a73724dc2,low,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,3-4,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,f7d36955-82d9-4a50-beb5-d3a4d9556710,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,94dfd7e0-12ab-443a-b671-166649346f1a,low,3-4,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,b1a15845-5e11-4478-9228-4b0a73724dc2,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,f7d36955-82d9-4a50-beb5-d3a4d9556710,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,3-4,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,f7d36955-82d9-4a50-beb5-d3a4d9556710,high,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,None,None,low,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,high,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,b1a15845-5e11-4478-9228-4b0a73724dc2,high,1-2,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,5+,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,low,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,mid,3-4,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,36595031-c424-446c-bb30-2df8bdf583ad,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,8971fa58-d6a4-41e1-b463-51cbe72b48f9,mid,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,1-2,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,b1485409-da07-4822-b22c-596ddfdbad0e,94dfd7e0-12ab-443a-b671-166649346f1a,high,3-4,1
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,f7d36955-82d9-4a50-beb5-d3a4d9556710,mid,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,3-4,0
f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,high,6c409710-6fae-4e45-850d-b711932eeefa,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,6c409710-6fae-4e45-850d-b711932eeefa,b1a15845-5e11-4478-9228-4b0a73724dc2,mid,5+,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,low,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,mid,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,6c409710-6fae-4e45-850d-b711932eeefa,36595031-c424-446c-bb30-2df8bdf583ad,high,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,low,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,high,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,94dfd7e0-12ab-443a-b671-166649346f1a,mid,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,6c409710-6fae-4e45-850d-b711932eeefa,94dfd7e0-12ab-443a-b671-166649346f1a,low,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,94dfd7e0-12ab-443a-b671-166649346f1a,high,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,94dfd7e0-12ab-443a-b671-166649346f1a,mid,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,f2057544-492f-4d7f-a3c4-97b44318d806,b1a15845-5e11-4478-9228-4b0a73724dc2,mid,1-2,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,f2057544-492f-4d7f-a3c4-97b44318d806,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,low,3-4,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,f2057544-492f-4d7f-a3c4-97b44318d806,94dfd7e0-12ab-443a-b671-166649346f1a,mid,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,high,3-4,1
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,70dfd720-9903-46fe-91d1-ed8542ea50f8,b1a15845-5e11-4478-9228-4b0a73724dc2,low,1-2,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,ebfcef4a-f42c-44cb-ac00-50d43a68ae36,8971fa58-d6a4-41e1-b463-51cbe72b48f9,high,5+,0
d5be20a0-66fd-4c93-8bf8-a17ef2a15dde,36595031-c424-446c-bb30-2df8bdf583ad,high,b1485409-da07-4822-b22c-596ddfdbad0e,d83215a7-b8ad-4039-a3fc-c7d2d04cca3e,low,3-4,0
